customer_id,category,price,discount,quantity,payment_method,order_date,delivery_time,region,returned,total_amount,shipping_cost,profit_margin,age,gender,Month,age_group
C14061,Toys,5.45,0.05,1,COD,2024-04-01,6,West,No,5.18,2.71,-0.64,45,Female,2024-04,36-45
C12606,Grocery,12.32,0.05,1,Debit Card,2025-07-27,6,West,No,11.7,2.33,-1.39,37,Male,2025-07,36-45
C17846,Beauty,10.86,0.0,1,Credit Card,2024-05-30,4,West,No,10.86,4.68,0.21,41,Male,2024-05,36-45
C10451,Sports,11.85,0.3,2,Credit Card,2025-01-02,5,West,No,16.59,4.32,0.66,29,Female,2025-01,26-35
C16432,Home,583.28,0.0,1,Debit Card,2023-10-11,5,Central,No,583.28,9.04,154.28,18,Female,2023-10,18-25
C15260,Beauty,33.86,0.3,1,UPI,2025-07-28,4,South,No,23.7,6.0,4.66,19,Male,2025-07,18-25
C15203,Fashion,70.38,0.0,2,Debit Card,2023-12-11,8,West,No,140.76,9.34,39.93,34,Female,2023-12,26-35
C13765,Sports,116.94,0.15,1,PayPal,2025-05-04,5,South,No,99.4,5.78,24.04,67,Female,2025-05,
C12438,Electronics,100.43,0.15,1,Debit Card,2024-10-20,6,East,No,85.37,7.89,2.35,63,Male,2024-10,56-65
C17758,Electronics,125.25,0.0,1,PayPal,2025-04-22,4,South,No,125.25,8.38,6.65,35,Female,2025-04,26-35
C14310,Sports,57.91,0.1,1,PayPal,2025-04-02,4,South,No,52.12,3.44,12.2,24,Male,2025-04,18-25
C11549,Grocery,72.05,0.05,1,Debit Card,2025-05-27,5,East,No,68.45,7.08,-1.6,26,Female,2025-05,26-35
C16358,Beauty,30.35,0.1,3,UPI,2024-10-29,4,South,No,81.94,5.75,31.12,19,Male,2024-10,18-25
C13474,Sports,67.43,0.05,1,COD,2024-12-30,3,North,No,64.06,6.79,12.43,26,Female,2024-12,26-35
C10127,Toys,15.04,0.0,1,Wallet,2024-04-06,4,South,No,15.04,2.99,3.03,58,Male,2024-04,56-65
C15941,Home,346.24,0.0,2,Credit Card,2025-05-10,6,West,No,692.48,10.38,183.51,51,Female,2025-05,46-55
C17644,Electronics,121.08,0.0,1,Credit Card,2024-10-11,7,East,No,121.08,7.38,7.15,43,Male,2024-10,36-45
C14855,Grocery,6.09,0.0,1,COD,2025-04-15,5,West,No,6.09,3.09,-2.6,21,Female,2025-04,18-25
C16547,Grocery,7.1,0.2,1,Credit Card,2023-12-23,5,North,No,5.68,3.78,-3.33,60,Female,2023-12,56-65
C17196,Home,310.09,0.0,2,Credit Card,2024-12-12,5,West,No,620.18,10.31,163.34,25,Female,2024-12,18-25
C15911,Fashion,78.73,0.05,1,Debit Card,2024-11-12,7,East,No,74.79,7.18,19.0,23,Male,2024-11,18-25
C16481,Grocery,12.76,0.0,1,COD,2025-09-02,6,South,No,12.76,4.54,-3.52,20,Male,2025-09,18-25
C16974,Sports,47.16,0.05,1,Credit Card,2024-12-24,5,South,No,44.8,5.3,8.14,26,Male,2024-12,26-35
C12761,Electronics,123.42,0.0,1,Credit Card,2023-12-06,6,West,No,123.42,6.35,8.46,31,Male,2023-12,26-35
C14456,Electronics,180.52,0.1,1,COD,2025-03-08,7,West,No,162.47,7.56,11.94,48,Female,2025-03,46-55
C14664,Grocery,35.91,0.0,2,PayPal,2024-02-09,5,East,No,71.82,6.04,-0.29,55,Female,2024-02,46-55
C11415,Electronics,833.4,0.2,3,UPI,2024-05-27,4,South,No,2000.16,11.5,228.52,42,Male,2024-05,36-45
C16361,Fashion,31.95,0.0,1,PayPal,2024-07-04,4,North,No,31.95,4.92,6.26,52,Female,2024-07,46-55
C15693,Beauty,12.65,0.0,1,Credit Card,2024-12-04,5,West,No,12.65,4.44,1.25,53,Male,2024-12,46-55
C15788,Fashion,111.16,0.0,3,UPI,2024-08-29,4,South,No,333.48,8.16,108.56,68,Male,2024-08,
C10201,Fashion,34.06,0.0,2,Debit Card,2025-02-27,7,West,No,68.12,7.71,16.13,63,Male,2025-02,56-65
C16160,Fashion,6.94,0.0,1,PayPal,2024-05-18,4,West,No,6.94,2.54,-0.11,54,Male,2024-05,46-55
C12369,Fashion,25.86,0.0,1,Credit Card,2023-12-04,6,East,No,25.86,3.2,5.85,46,Male,2023-12,46-55
C10517,Toys,20.38,0.0,1,Credit Card,2024-05-23,4,West,No,20.38,3.76,4.39,59,Female,2024-05,56-65
C17737,Home,390.91,0.1,2,Debit Card,2025-05-14,9,West,No,703.64,10.9,186.12,40,Male,2025-05,36-45
C15444,Fashion,32.17,0.0,1,COD,2025-05-04,6,East,No,32.17,5.86,5.4,29,Female,2025-05,26-35
C15531,Fashion,18.5,0.05,3,Debit Card,2024-12-25,6,Central,No,52.72,5.92,12.53,18,Female,2024-12,18-25
C11341,Electronics,207.73,0.0,1,Debit Card,2025-01-13,5,East,No,207.73,8.38,16.55,63,Male,2025-01,56-65
C14776,Electronics,69.09,0.1,2,UPI,2024-02-28,4,Central,Yes,124.36,7.15,7.77,51,Female,2024-02,46-55
C11988,Sports,235.28,0.0,1,UPI,2024-08-29,4,West,No,235.28,8.87,61.71,23,Female,2024-08,18-25
C17249,Electronics,61.05,0.0,1,Credit Card,2024-04-20,3,Central,No,61.05,7.44,-0.11,43,Male,2024-04,36-45
C13545,Home,10.13,0.0,2,Credit Card,2024-06-11,4,South,No,20.26,3.67,2.0,50,Female,2024-06,46-55
C15587,Toys,20.73,0.05,1,Credit Card,2023-10-09,4,South,No,19.69,4.09,3.79,57,Male,2023-10,56-65
C14520,Home,32.02,0.2,1,PayPal,2024-04-06,7,East,No,25.62,4.97,2.2,67,Female,2024-04,
C16064,Fashion,22.26,0.1,1,Debit Card,2023-11-06,4,North,No,20.03,3.2,3.81,58,Female,2023-11,56-65
C13802,Toys,15.28,0.15,1,Credit Card,2024-08-08,5,East,No,12.99,3.61,1.59,40,Female,2024-08,36-45
C15808,Toys,32.89,0.05,4,PayPal,2024-06-22,3,North,No,124.98,6.59,43.4,41,Male,2024-06,36-45
C13275,Grocery,7.45,0.3,3,PayPal,2024-03-05,5,North,No,15.64,3.65,-2.4,36,Male,2024-03,36-45
C13654,Beauty,80.15,0.1,4,Debit Card,2023-10-10,3,North,No,288.54,7.19,122.65,27,Male,2023-10,26-35
C17162,Grocery,8.95,0.05,3,Credit Card,2025-05-03,5,West,No,25.51,5.38,-3.34,30,Male,2025-05,26-35
C12434,Toys,51.67,0.0,2,Credit Card,2025-05-04,4,Central,No,103.34,8.04,33.3,27,Male,2025-05,26-35
C14873,Home,89.27,0.0,1,Credit Card,2025-04-15,4,West,No,89.27,6.11,18.89,18,Female,2025-04,18-25
C16241,Beauty,20.79,0.0,1,Wallet,2024-11-27,5,North,No,20.79,4.38,4.98,33,Female,2024-11,26-35
C17512,Electronics,1080.87,0.0,4,Credit Card,2024-10-06,5,North,No,4323.48,12.94,505.88,22,Male,2024-10,18-25
C15922,Beauty,30.53,0.0,1,Debit Card,2024-01-02,5,North,No,30.53,5.03,8.71,50,Female,2024-01,46-55
C10207,Fashion,12.95,0.0,2,Credit Card,2025-06-12,5,South,No,25.9,5.71,3.35,26,Male,2025-06,26-35
C15633,Fashion,49.87,0.0,2,Debit Card,2025-03-26,6,North,No,99.74,7.94,26.97,45,Male,2025-03,36-45
C15755,Electronics,132.93,0.0,1,COD,2024-08-24,5,East,No,132.93,7.45,8.5,53,Male,2024-08,46-55
C17959,Fashion,23.22,0.0,3,Credit Card,2024-11-12,3,North,Yes,69.66,5.81,18.57,65,Male,2024-11,56-65
C12633,Home,249.78,0.0,1,Debit Card,2024-08-02,6,South,Yes,249.78,8.84,61.1,68,Other,2024-08,
C16309,Beauty,31.08,0.0,4,Credit Card,2024-01-28,4,North,No,124.32,7.54,48.4,42,Male,2024-01,36-45
C14117,Fashion,21.62,0.3,1,Credit Card,2024-09-30,4,Central,No,15.13,3.92,1.38,60,Male,2024-09,56-65
C10153,Toys,2.09,0.0,1,PayPal,2023-11-03,5,South,No,2.09,2.99,-2.15,40,Female,2023-11,36-45
C16058,Beauty,21.56,0.0,1,Credit Card,2025-04-07,5,West,No,21.56,4.07,5.63,33,Male,2025-04,26-35
C17606,Beauty,10.05,0.1,1,Debit Card,2025-09-11,4,South,No,9.05,4.09,-0.02,62,Female,2025-09,56-65
C13366,Fashion,6.41,0.0,1,Credit Card,2023-10-21,5,North,No,6.41,3.24,-1.0,60,Male,2023-10,56-65
C14314,Toys,3.29,0.0,1,COD,2024-07-18,5,Central,No,3.29,1.56,-0.24,63,Male,2024-07,56-65
C14764,Beauty,30.4,0.1,1,Debit Card,2023-10-27,5,South,No,27.36,5.08,7.23,48,Male,2023-10,46-55
C11518,Toys,12.52,0.0,1,Debit Card,2025-03-09,4,West,No,12.52,4.33,0.68,25,Female,2025-03,18-25
C16373,Electronics,148.95,0.15,2,COD,2023-10-13,3,Central,No,253.21,7.97,22.42,32,Female,2023-10,26-35
C16163,Home,288.84,0.05,1,Credit Card,2025-04-22,4,West,No,274.4,9.49,67.34,40,Male,2025-04,36-45
C12600,Electronics,616.63,0.05,1,COD,2025-02-05,5,East,No,585.8,9.34,60.96,30,Other,2025-02,26-35
C15045,Fashion,35.86,0.1,1,Credit Card,2025-03-15,3,North,No,32.27,4.74,6.55,37,Male,2025-03,36-45
C12195,Home,52.45,0.0,1,PayPal,2025-09-08,7,East,No,52.45,6.92,7.77,18,Female,2025-09,18-25
C17275,Grocery,10.32,0.0,1,Debit Card,2024-10-12,4,West,No,10.32,1.58,-0.75,23,Male,2024-10,18-25
C14498,Beauty,37.25,0.1,1,Credit Card,2025-02-14,7,West,No,33.52,2.82,12.26,41,Other,2025-02,36-45
C14691,Fashion,5.53,0.15,4,Debit Card,2025-07-04,5,North,No,18.8,3.98,2.6,58,Male,2025-07,56-65
C13554,Sports,103.24,0.0,5,UPI,2023-10-04,7,West,No,516.2,8.42,146.44,68,Female,2023-10,
C12414,Electronics,452.45,0.0,1,PayPal,2025-02-22,5,South,No,452.45,8.46,45.83,24,Female,2025-02,18-25
C15533,Home,233.46,0.0,4,Credit Card,2025-08-26,4,North,No,933.84,11.34,250.14,69,Female,2025-08,
C17476,Beauty,8.98,0.0,2,Credit Card,2023-12-06,6,East,No,17.96,4.84,3.24,46,Female,2023-12,46-55
C12849,Beauty,8.57,0.0,1,Credit Card,2024-04-22,4,Central,No,8.57,3.18,0.68,43,Male,2024-04,36-45
C17061,Beauty,8.95,0.05,2,Debit Card,2024-12-26,4,West,No,17.0,6.09,1.56,61,Male,2024-12,56-65
C15253,Fashion,136.76,0.0,1,Debit Card,2025-02-15,6,East,No,136.76,6.7,41.17,23,Male,2025-02,18-25
C11742,Fashion,12.47,0.1,2,Credit Card,2024-11-12,5,West,No,22.45,5.39,2.47,56,Female,2024-11,56-65
C11306,Grocery,20.05,0.0,1,Credit Card,2023-10-25,6,South,No,20.05,5.86,-4.26,30,Male,2023-10,26-35
C13849,Grocery,57.93,0.15,3,Credit Card,2023-10-08,4,North,No,147.72,6.6,5.22,44,Female,2023-10,36-45
C14168,Fashion,148.77,0.05,1,Credit Card,2023-10-02,4,North,No,141.33,7.83,41.64,28,Female,2023-10,26-35
C14576,Sports,61.87,0.0,1,Debit Card,2023-10-13,6,East,No,61.87,6.5,12.06,54,Male,2023-10,46-55
C17519,Fashion,94.9,0.0,2,Credit Card,2023-09-27,5,South,No,189.8,8.01,58.42,53,Male,2023-09,46-55
C14655,Home,156.03,0.0,1,PayPal,2024-12-07,5,South,No,156.03,6.17,37.52,19,Female,2024-12,18-25
C17493,Toys,41.89,0.0,5,Debit Card,2025-08-24,5,West,No,209.45,8.92,74.86,61,Female,2025-08,56-65
C14840,Home,33.14,0.05,1,Credit Card,2024-07-17,6,East,No,31.48,5.46,3.35,50,Female,2024-07,46-55
C15562,Toys,30.48,0.1,1,Credit Card,2024-12-14,4,Central,No,27.43,6.14,4.83,59,Male,2024-12,56-65
C14195,Beauty,24.64,0.0,1,Debit Card,2024-06-10,8,North,No,24.64,4.58,6.51,18,Male,2024-06,18-25
C15178,Beauty,22.03,0.0,1,COD,2023-10-15,4,North,No,22.03,5.64,4.27,40,Male,2023-10,36-45
C12555,Electronics,474.21,0.0,1,Debit Card,2023-10-06,4,South,No,474.21,8.69,48.22,52,Female,2023-10,46-55
C12305,Sports,41.36,0.0,1,PayPal,2024-09-26,5,East,No,41.36,4.5,7.91,26,Female,2024-09,26-35
C14508,Grocery,2.02,0.1,1,Debit Card,2025-01-25,5,North,No,1.82,1.09,-0.94,24,Female,2025-01,18-25
C17619,Home,101.82,0.0,1,COD,2024-10-17,4,South,No,101.82,6.89,21.62,43,Female,2024-10,36-45
C11088,Electronics,166.91,0.0,4,Credit Card,2024-11-24,4,South,No,667.64,11.69,68.43,48,Male,2024-11,46-55
C12642,Grocery,4.9,0.0,4,Credit Card,2025-08-02,4,North,No,19.6,4.61,-3.04,40,Female,2025-08,36-45
C11177,Fashion,325.43,0.0,2,PayPal,2025-02-28,7,East,No,650.86,10.47,217.33,30,Male,2025-02,26-35
C16104,Home,39.03,0.1,1,Debit Card,2025-03-26,5,South,No,35.13,5.1,4.74,21,Male,2025-03,18-25
C16409,Electronics,137.31,0.0,1,PayPal,2025-07-25,6,South,No,137.31,7.15,9.33,56,Female,2025-07,56-65
C14916,Electronics,182.04,0.15,1,COD,2024-08-16,6,East,No,154.73,7.63,10.94,55,Male,2024-08,46-55
C17246,Fashion,38.79,0.0,2,Credit Card,2024-10-26,5,East,No,77.58,6.73,20.42,22,Male,2024-10,18-25
C17482,Beauty,52.82,0.1,2,Debit Card,2024-01-11,6,West,No,95.08,6.16,36.63,20,Female,2024-01,18-25
C14757,Beauty,7.75,0.0,1,Credit Card,2025-03-17,7,South,No,7.75,4.56,-1.07,31,Female,2025-03,26-35
C12994,Beauty,26.45,0.15,1,Credit Card,2024-04-21,4,South,No,22.48,5.31,4.81,52,Male,2024-04,46-55
C10559,Beauty,14.26,0.2,1,Credit Card,2025-07-08,5,North,No,11.41,4.39,0.74,55,Male,2025-07,46-55
C12964,Home,219.89,0.15,1,Credit Card,2025-02-05,4,South,No,186.91,7.95,44.38,57,Male,2025-02,56-65
C17034,Toys,20.11,0.15,1,Debit Card,2025-06-23,3,North,No,17.09,4.95,1.89,67,Male,2025-06,
C11271,Grocery,21.87,0.05,1,Credit Card,2025-04-06,6,West,Yes,20.78,3.57,-1.91,37,Male,2025-04,36-45
C11813,Fashion,99.97,0.2,3,COD,2024-08-31,3,North,No,239.93,7.33,76.65,20,Female,2024-08,18-25
C12915,Electronics,840.37,0.0,1,COD,2023-12-28,6,East,No,840.37,10.12,90.72,59,Female,2023-12,56-65
C10609,Home,726.76,0.0,5,Debit Card,2025-09-04,3,Central,No,3633.8,12.49,1004.97,28,Female,2025-09,26-35
C12461,Electronics,363.49,0.0,1,Credit Card,2024-08-03,5,North,No,363.49,9.43,34.19,61,Male,2024-08,56-65
C14120,Grocery,14.36,0.0,1,Credit Card,2025-01-02,5,South,No,14.36,5.55,-4.4,39,Female,2025-01,36-45
C16124,Fashion,12.45,0.0,4,PayPal,2024-01-05,6,Central,No,49.8,4.68,12.75,47,Female,2024-01,46-55
C10283,Beauty,5.72,0.15,1,UPI,2025-08-24,5,East,No,4.86,2.95,-0.76,24,Female,2025-08,18-25
C15568,Electronics,267.33,0.0,1,COD,2025-03-22,3,North,No,267.33,9.07,23.01,62,Male,2025-03,56-65
C12928,Beauty,31.99,0.15,2,Credit Card,2025-07-15,3,North,No,54.38,6.34,18.13,40,Female,2025-07,36-45
C14396,Electronics,142.72,0.0,1,Credit Card,2024-11-10,5,East,No,142.72,7.61,9.52,69,Male,2024-11,
C11091,Toys,9.79,0.0,1,Credit Card,2023-09-15,5,North,No,9.79,3.51,0.41,33,Male,2023-09,26-35
C15126,Grocery,16.86,0.1,1,UPI,2024-05-10,4,Central,No,15.17,3.73,-2.52,69,Male,2024-05,
C10816,Fashion,16.69,0.0,5,Credit Card,2025-06-13,5,North,No,83.45,6.57,22.64,35,Female,2025-06,26-35
C17304,Fashion,41.23,0.1,1,Credit Card,2024-09-21,4,North,No,37.11,4.14,8.85,50,Male,2024-09,46-55
C17331,Home,111.85,0.2,1,PayPal,2024-04-21,3,Central,No,89.48,7.15,17.9,27,Male,2024-04,26-35
C10082,Beauty,63.96,0.0,1,Debit Card,2025-07-15,3,North,No,63.96,5.57,23.21,29,Male,2025-07,26-35
C11920,Fashion,30.3,0.1,1,Debit Card,2025-09-03,5,East,No,27.27,5.75,3.79,27,Female,2025-09,26-35
C17817,Toys,6.65,0.15,1,Debit Card,2025-05-08,5,Central,No,5.65,0.63,1.63,47,Male,2025-05,46-55
C13491,Fashion,14.39,0.0,2,Debit Card,2024-10-11,4,North,Yes,28.78,6.02,4.05,26,Female,2024-10,26-35
C13144,Electronics,162.76,0.1,1,Debit Card,2025-09-11,5,West,No,146.48,9.29,8.29,68,Male,2025-09,
C17404,Beauty,11.01,0.0,3,Credit Card,2025-06-18,5,East,No,33.03,5.21,9.65,69,Female,2025-06,
C12093,Electronics,500.8,0.15,1,COD,2025-02-08,5,West,No,425.68,9.58,41.5,22,Male,2025-02,18-25
C14713,Sports,98.57,0.0,4,Credit Card,2024-09-17,5,Central,No,394.28,8.68,109.6,41,Female,2024-09,36-45
C17071,Electronics,422.79,0.0,1,Debit Card,2024-09-12,5,East,No,422.79,8.85,41.88,67,Female,2024-09,
C17967,Toys,21.57,0.0,1,Debit Card,2024-03-25,3,Central,No,21.57,6.33,2.3,69,Female,2024-03,
C16405,Home,96.42,0.0,1,Credit Card,2024-02-22,6,West,No,96.42,7.59,19.41,60,Male,2024-02,56-65
C10175,Beauty,67.56,0.1,2,PayPal,2025-04-30,6,West,No,121.61,7.99,46.73,64,Female,2025-04,56-65
C15285,Fashion,88.61,0.0,1,Debit Card,2023-11-20,4,West,No,88.61,5.89,25.12,60,Other,2023-11,56-65
C12704,Electronics,126.95,0.0,1,Credit Card,2024-11-01,4,West,No,126.95,8.37,6.86,68,Male,2024-11,
C14937,Beauty,16.5,0.0,1,UPI,2025-04-27,4,North,No,16.5,3.89,3.53,49,Male,2025-04,46-55
C10369,Fashion,21.69,0.0,1,Credit Card,2024-08-17,4,Central,Yes,21.69,4.9,2.69,45,Male,2024-08,36-45
C11818,Home,190.28,0.0,1,Credit Card,2025-06-25,5,East,No,190.28,9.1,44.18,42,Female,2025-06,36-45
C12101,Home,65.6,0.05,1,Wallet,2024-06-06,5,South,No,62.32,7.41,10.04,65,Female,2024-06,56-65
C14785,Fashion,55.26,0.0,1,COD,2024-06-01,6,South,No,55.26,5.93,13.41,65,Male,2024-06,56-65
C13490,Toys,8.8,0.05,1,UPI,2023-10-16,4,North,No,8.36,3.5,-0.16,56,Male,2023-10,56-65
C11779,Grocery,3.48,0.05,1,Credit Card,2025-07-25,4,South,No,3.31,2.02,-1.76,50,Male,2025-07,46-55
C17674,Home,11.22,0.05,1,UPI,2023-09-24,7,East,No,10.66,3.42,-0.44,20,Female,2023-09,18-25
C11364,Grocery,69.8,0.05,1,Debit Card,2024-03-25,4,Central,No,66.31,5.68,-0.38,36,Female,2024-03,36-45
C17294,Grocery,4.26,0.15,3,Credit Card,2025-02-03,3,North,No,10.86,4.47,-3.6,69,Male,2025-02,
C15528,Electronics,630.21,0.0,1,Credit Card,2024-12-16,5,South,No,630.21,11.06,64.57,69,Male,2024-12,
C14462,Electronics,611.09,0.1,1,Credit Card,2025-04-11,5,South,No,549.98,10.14,55.86,25,Male,2025-04,18-25
C13342,Home,45.44,0.0,1,Credit Card,2023-11-30,5,East,No,45.44,4.0,8.72,26,Female,2023-11,26-35
C14739,Beauty,16.16,0.0,2,Credit Card,2024-01-09,4,South,No,32.32,5.41,9.13,56,Female,2024-01,56-65
C13676,Fashion,93.92,0.15,5,COD,2025-03-21,5,Central,No,399.16,9.04,130.67,47,Female,2025-03,46-55
C12426,Fashion,62.55,0.05,1,Debit Card,2024-07-31,5,South,Yes,59.42,5.07,15.73,45,Male,2024-07,36-45
C10072,Home,70.81,0.0,4,Credit Card,2024-02-18,4,West,No,283.24,8.45,70.86,55,Female,2024-02,46-55
C12962,Sports,302.9,0.0,1,PayPal,2025-01-27,5,South,No,302.9,9.2,81.67,41,Female,2025-01,36-45
C15367,Electronics,186.2,0.2,2,Wallet,2024-05-09,6,South,No,297.92,8.65,27.1,25,Male,2024-05,18-25
C10859,Sports,33.44,0.0,4,Credit Card,2025-07-23,7,East,No,133.76,5.61,34.52,53,Male,2025-07,46-55
C13856,Grocery,3.09,0.0,1,UPI,2025-06-28,6,West,No,3.09,2.56,-2.31,31,Male,2025-06,26-35
C14138,Toys,25.76,0.0,1,UPI,2024-11-24,4,North,No,25.76,5.49,4.81,53,Female,2024-11,46-55
C12424,Fashion,6.45,0.05,1,UPI,2025-02-25,7,East,Yes,6.13,2.44,-0.29,51,Female,2025-02,46-55
C11064,Electronics,657.68,0.2,2,Credit Card,2025-02-11,6,North,No,1052.29,11.27,115.0,39,Female,2025-02,36-45
C12217,Home,57.76,0.0,1,Credit Card,2025-08-31,4,North,No,57.76,4.74,11.43,19,Female,2025-08,18-25
C14017,Grocery,7.08,0.0,1,Debit Card,2024-10-19,6,East,No,7.08,1.97,-1.4,68,Female,2024-10,
C12259,Toys,33.83,0.0,2,COD,2025-03-08,3,North,No,67.66,6.02,21.04,34,Female,2025-03,26-35
C15612,Beauty,44.23,0.0,2,Debit Card,2025-03-14,3,North,No,88.46,8.07,31.74,34,Male,2025-03,26-35
C13751,Electronics,216.02,0.3,1,Credit Card,2024-03-21,4,South,No,151.21,5.38,12.77,57,Male,2024-03,56-65
C12086,Sports,89.36,0.0,1,UPI,2023-11-08,4,South,No,89.36,6.59,20.22,28,Male,2023-11,26-35
C10368,Toys,24.36,0.0,1,PayPal,2025-09-05,4,North,No,24.36,4.12,5.62,47,Female,2025-09,46-55
C12804,Grocery,16.36,0.0,1,Debit Card,2025-04-11,4,North,No,16.36,4.15,-2.84,20,Female,2025-04,18-25
C10150,Beauty,21.71,0.1,1,COD,2025-01-25,4,North,No,19.54,4.26,4.53,67,Male,2025-01,
C11134,Home,254.71,0.0,3,Credit Card,2025-07-31,4,North,No,764.13,9.42,204.54,43,Female,2025-07,36-45
C15599,Beauty,48.12,0.05,1,PayPal,2024-08-13,5,South,No,45.71,6.51,14.06,53,Female,2024-08,46-55
C15555,Grocery,25.87,0.0,1,Debit Card,2025-02-04,3,North,No,25.87,2.64,-0.57,29,Female,2025-02,26-35
C15166,Beauty,10.65,0.0,1,UPI,2025-03-24,5,East,No,10.65,3.1,1.69,25,Female,2025-03,18-25
C15119,Fashion,19.6,0.05,1,Credit Card,2024-08-13,3,Central,No,18.62,5.47,1.05,66,Male,2024-08,
C15694,Beauty,6.69,0.0,1,Debit Card,2023-10-18,5,West,No,6.69,5.11,-2.1,18,Male,2023-10,18-25
C12784,Toys,36.44,0.0,1,Credit Card,2024-07-28,5,North,No,36.44,6.63,7.95,32,Female,2024-07,26-35
C16136,Beauty,4.53,0.3,1,Credit Card,2024-08-26,6,West,No,3.17,3.06,-1.63,22,Male,2024-08,18-25
C15485,Home,29.14,0.0,1,Debit Card,2025-01-06,4,Central,No,29.14,4.18,3.98,31,Male,2025-01,26-35
C14164,Sports,266.31,0.0,1,Debit Card,2024-11-30,4,West,No,266.31,8.64,71.25,20,Female,2024-11,18-25
C12346,Sports,23.14,0.05,1,PayPal,2025-02-15,4,South,Yes,21.98,5.87,0.72,51,Male,2025-02,46-55
C15039,Electronics,92.02,0.0,1,Wallet,2024-12-21,5,West,No,92.02,6.43,4.61,25,Male,2024-12,18-25
C14897,Sports,245.81,0.2,1,Credit Card,2025-01-22,5,West,No,196.65,7.96,51.04,31,Male,2025-01,26-35
C16439,Home,58.88,0.0,2,Debit Card,2024-07-18,3,North,No,117.76,7.05,25.92,68,Female,2024-07,
C12250,Grocery,29.07,0.2,1,Credit Card,2025-04-03,6,East,No,23.26,5.46,-3.6,69,Female,2025-04,
C10060,Grocery,7.24,0.0,1,Debit Card,2023-10-09,5,South,No,7.24,3.47,-2.89,54,Female,2023-10,46-55
C15041,Home,71.6,0.2,1,Debit Card,2025-03-25,4,West,No,57.28,4.94,11.1,45,Female,2025-03,36-45
C13010,Grocery,2.91,0.0,1,Credit Card,2025-04-10,9,East,No,2.91,3.23,-3.0,69,Female,2025-04,
C13901,Fashion,128.34,0.1,1,COD,2025-06-24,3,Central,No,115.51,7.89,32.54,23,Male,2025-06,18-25
C11337,Sports,151.03,0.0,1,COD,2024-09-18,6,South,No,151.03,8.46,36.85,27,Female,2024-09,26-35
C11184,Electronics,133.11,0.0,2,COD,2024-12-24,5,East,No,266.22,8.43,23.52,20,Male,2024-12,18-25
C14426,Electronics,472.89,0.2,1,Debit Card,2024-03-23,6,North,No,378.31,7.37,38.03,24,Male,2024-03,18-25
C11551,Toys,4.15,0.2,1,Credit Card,2023-12-24,3,North,No,3.32,2.9,-1.57,45,Female,2023-12,36-45
C14433,Grocery,10.77,0.05,1,PayPal,2024-11-16,4,South,No,10.23,2.65,-1.83,19,Female,2024-11,18-25
C11629,Beauty,10.19,0.2,1,UPI,2024-02-05,5,Central,No,8.15,2.53,1.14,62,Female,2024-02,56-65
C11327,Fashion,98.47,0.1,1,COD,2024-07-24,5,South,No,88.62,5.29,25.73,31,Male,2024-07,26-35
C11526,Home,104.23,0.0,1,Wallet,2025-01-22,3,North,No,104.23,5.64,23.54,47,Female,2025-01,46-55
C11673,Toys,51.97,0.15,1,Credit Card,2025-04-12,3,Central,No,44.17,6.92,10.75,68,Female,2025-04,
C11361,Fashion,48.26,0.0,2,Debit Card,2024-05-24,4,North,No,96.52,9.49,24.29,32,Male,2024-05,26-35
C11573,Fashion,39.47,0.2,2,COD,2024-03-02,5,East,No,63.15,6.34,15.76,51,Male,2024-03,46-55
C12686,Toys,25.28,0.0,1,COD,2024-07-25,4,West,No,25.28,3.47,6.64,36,Female,2024-07,36-45
C14370,Grocery,21.18,0.1,1,Credit Card,2023-11-13,3,North,No,19.06,4.87,-3.35,58,Female,2023-11,56-65
C15283,Electronics,55.0,0.05,4,Debit Card,2025-07-23,5,Central,No,209.0,8.06,17.02,27,Male,2025-07,26-35
C17610,Toys,16.53,0.1,1,Wallet,2024-06-02,5,West,No,14.88,3.25,2.7,58,Female,2024-06,56-65
C12366,Sports,156.99,0.0,5,UPI,2024-11-21,4,Central,No,784.95,10.92,224.57,60,Male,2024-11,56-65
C16732,Fashion,30.73,0.15,1,Credit Card,2025-06-06,6,East,No,26.12,5.86,3.28,45,Female,2025-06,36-45
C16647,Sports,14.54,0.1,1,UPI,2024-01-16,7,East,No,13.09,4.27,-0.34,27,Male,2024-01,26-35
C13757,Sports,11.74,0.05,1,COD,2024-01-24,6,West,No,11.15,6.16,-2.82,45,Female,2024-01,36-45
C12434,Electronics,563.23,0.0,3,Credit Card,2024-01-26,7,West,Yes,1689.69,11.25,191.51,69,Male,2024-01,
C11993,Home,39.06,0.05,1,Debit Card,2025-07-14,4,South,No,37.11,5.4,4.99,69,Male,2025-07,
C10869,Sports,28.91,0.0,1,Credit Card,2025-01-19,3,Central,No,28.91,5.07,3.6,18,Male,2025-01,18-25
C16976,Fashion,21.81,0.0,1,Credit Card,2023-12-18,5,South,No,21.81,4.7,2.93,62,Male,2023-12,56-65
C11014,Home,24.19,0.15,1,COD,2024-10-10,7,South,No,20.56,6.31,-0.55,28,Male,2024-10,26-35
C11911,Electronics,67.8,0.1,1,UPI,2025-08-28,4,Central,No,61.02,5.5,1.82,45,Female,2025-08,36-45
C10602,Fashion,106.17,0.15,1,UPI,2023-10-30,4,South,No,90.24,7.11,24.47,59,Female,2023-10,56-65
